"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
800	0.8902277	0.1562249	0.7486795	0.2514021	0.4820759	0.3810912	0.6323150	0.5453756	0.8134722	0.9999715
850	0.8844837	0.1576910	0.7444297	0.2457733	0.4754533	0.3914521	0.6343604	0.5461094	0.8140312	0.9999924
900	0.8816510	0.1583472	0.7467885	0.2368188	0.4698879	0.3980996	0.6348324	0.5458647	0.8142806	0.9999980
950	0.8803062	0.1586109	0.7545997	0.2275341	0.4660589	0.4015406	0.6347148	0.5464936	0.8143878	0.9999995
1000	0.8797031	0.1586655	0.7651198	0.2198250	0.4638389	0.4029615	0.6346573	0.5484370	0.8144327	0.9999999

0	0.8795644	0.1583199	0.7902120	0.2101332	0.4615227	0.4058311	0.6372699	0.5580157	0.8144635	1.0000000
50	0.8796399	0.1583869	0.6722258	0.2077222	0.4578383	0.4174522	0.7011295	0.6531594	0.8144635	1.0000000
100	0.8795103	0.1594072	0.5472334	0.2012409	0.4400290	0.4760330	0.7749885	0.7218877	0.8144635	1.0000000
150	0.8786954	0.1616389	0.4867230	0.1820881	0.4064234	0.5581599	0.8183186	0.7325655	0.8144635	1.0000000
200	0.8770075	0.1642314	0.4720535	0.1496614	0.3666681	0.6272728	0.8382527	0.7233765	0.8144635	1.0000000
250	0.8749056	0.1660965	0.4840058	0.1137042	0.3321873	0.6721488	0.8456181	0.7163360	0.8144635	1.0000000
300	0.8731361	0.1667696	0.5071021	0.0838973	0.3080692	0.6968392	0.8477488	0.7169343	0.8144635	1.0000000
350	0.8721789	0.1664881	0.5299366	0.0634737	0.2935682	0.7088786	0.8484388	0.7228675	0.8144635	1.0000000
400	0.8720459	0.1657532	0.5471542	0.0510823	0.2857452	0.7143643	0.8491241	0.7303003	0.8144635	1.0000000
450	0.8724524	0.1649614	0.5582306	0.0441312	0.2817976	0.7169994	0.8500402	0.7367524	0.8144635	1.0000000
500	0.8730724	0.1643078	0.5646819	0.0404250	0.2798075	0.7185878	0.8510205	0.7414048	0.8144635	1.0000000
550	0.8737016	0.1635018	0.7085538	0.0385152	0.2796855	0.7135793	0.7931121	0.6364286	0.8144635	1.0000000
600	0.8745790	0.1616616	0.8584327	0.0379097	0.2877461	0.6738160	0.7217411	0.5783475	0.8144635	1.0000000
650	0.8760173	0.1596707	0.9360562	0.0396438	0.3101044	0.6042561	0.6776088	0.5765529	0.8144635	1.0000000
700	0.8776826	0.1582047	0.9686630	0.0462290	0.3438834	0.5344627	0.6575859	0.5859673	0.8144635	1.0000000
750	0.8791248	0.1573107	0.9789850	0.0605181	0.3791762	0.4836478	0.6509833	0.5930993	0.8144635	1.0000000
800	0.8801550	0.1568288	0.9767129	0.0828409	0.4073929	0.4541505	0.6498871	0.5967004	0.8144635	1.0000000
850	0.8807958	0.1566057	0.9643586	0.1091432	0.4257644	0.4399867	0.6503592	0.5977035	0.8144635	1.0000000
900	0.8811450	0.1565448	0.9435863	0.1335300	0.4358894	0.4343835	0.6508805	0.5967832	0.8144635	1.0000000
950	0.8812945	0.1565930	0.9184748	0.1521406	0.4407135	0.4326141	0.6509894	0.5943061	0.8144635	1.0000000
1000	0.8813092	0.1567153	0.8942587	0.1643008	0.4427586	0.4320629	0.6506064	0.5907031	0.8144635	1.0000000

0	0.8795644	0.1583199	0.7902120	0.2101332	0.4615227	0.4058311	0.6372699	0.5580157	0.8144635	1.0000000
50	0.7986292	0.1582562	0.7872690	0.2075915	0.4561742	0.4694238	0.6385464	0.6214789	0.8202044	1.0000000
100	0.7316719	0.1582360	0.7843926	0.1989154	0.4333664	0.5382971	0.6416533	0.6768849	0.8268894	1.0000000
150	0.7046426	0.1582362	0.7907882	0.1767160	0.4048824	0.5767552	0.6446142	0.7019571	0.8307874	1.0000000
200	0.6954154	0.1581927	0.8108019	0.1475988	0.3832013	0.5955842	0.6466383	0.7131216	0.8326800	1.0000000
250	0.6925059	0.1580533	0.8406813	0.1216914	0.3700504	0.6046515	0.6480521	0.7199251	0.8335246	1.0000000
300	0.6917026	0.1578224	0.8716369	0.1031924	0.3628558	0.6092425	0.6492611	0.7256232	0.8338840	1.0000000
350	0.6916090	0.1575514	0.8971042	0.0915625	0.3589891	0.6118936	0.6504502	0.7305782	0.8340326	1.0000000
400	0.6917553	0.1572954	0.9151250	0.0847419	0.3567682	0.6137544	0.6516053	0.7345069	0.8340928	1.0000000
450	0.6919648	0.1570867	0.9266915	0.0808320	0.3553089	0.6152804	0.6526365	0.7373253	0.8341168	1.0000000
500	0.6921641	0.1569330	0.9336923	0.0785355	0.3542118	0.6165979	0.6534747	0.7391938	0.8341264	1.0000000
550	0.7733436	0.1568240	0.9447014	0.0772363	0.3573702	0.5585327	0.6544190	0.6844820	0.8283892	1.0000000
600	0.8404881	0.1567325	0.9541350	0.0794240	0.3769166	0.4959750	0.6555811	0.6353681	0.8217056	1.0000000
650	0.8676492	0.1566559	0.9570765	0.0900742	0.4015283	0.4633280	0.6555296	0.6126385	0.8178082	1.0000000
700	0.8769727	0.1566073	0.9520881	0.1084415	0.4197519	0.4488250	0.6545017	0.6028873	0.8159159	1.0000000
750	0.8799796	0.1566006	0.9388500	0.1286168	0.4304125	0.4420828	0.6532583	0.5980537	0.8150714	1.0000000
800	0.8809116	0.1566447	0.9199392	0.1455638	0.4361536	0.4382976	0.6521291	0.5945625	0.8147119	1.0000000
850	0.8811639	0.1567386	0.8997973	0.1576714	0.4393527	0.4356896	0.6510967	0.5911014	0.8145634	1.0000000
900	0.8811774	0.1568682	0.8820720	0.1656262	0.4413703	0.4335889	0.6500590	0.5874890	0.8145032	1.0000000
950	0.8810963	0.1570123	0.8683237	0.1707684	0.4428721	0.4316786	0.6489741	0.5840076	0.8144792	1.0000000
1000	0.8809780	0.1571506	0.8584244	0.1742540	0.4441681	0.4298056	0.6478811	0.5809727	0.8144697	1.0000000

0	0.8795644	0.1583199	0.7902120	0.2101332	0.4615227	0.4058311	0.6372699	0.5580157	0.8144635	1.0000000
50	0.8796333	0.1585202	0.5791276	0.2768350	0.3526937	0.4072467	0.6378086	0.5524343	0.8524478	1.0000000
100	0.8792364	0.1615370	0.3454140	0.3168317	0.2673076	0.4080433	0.6350386	0.4832593	0.8966787	1.0000000
150	0.8762338	0.1736967	0.2178023	0.3229725	0.2366319	0.4036631	0.6156646	0.3318434	0.9224694	1.0000000
200	0.8657672	0.2026474	0.1611206	0.3213334	0.2334138	0.3800846	0.5666526	0.1916929	0.9349916	1.0000000
250	0.8429462	0.2456999	0.1387088	0.3198744	0.2503544	0.3242596	0.4993916	0.1089778	0.9405797	1.0000000
300	0.8096827	0.2892293	0.1304864	0.3206307	0.2876059	0.2462201	0.4383740	0.0696897	0.9429581	1.0000000
350	0.7745560	0.3228723	0.1273137	0.3256788	0.3377391	0.1714978	0.3946837	0.0529357	0.9439408	1.0000000
400	0.7451704	0.3450885	0.1251314	0.3382153	0.3866853	0.1156117	0.3664156	0.0460846	0.9443391	1.0000000
450	0.7240035	0.3596325	0.1219255	0.3595390	0.4251173	0.0795132	0.3485616	0.0430293	0.9444982	1.0000000
500	0.7095004	0.3716224	0.1169285	0.3863601	0.4517253	0.0579613	0.3371980	0.0410360	0.9445613	1.0000000
550	0.6997767	0.3605116	0.2735927	0.3588052	0.5984658	0.0455183	0.3299252	0.0517582	0.9066017	1.0000000
600	0.7083951	0.2960003	0.4425420	0.4362753	0.7105488	0.0385782	0.3327151	0.1508933	0.8623806	1.0000000
650	0.7430691	0.2370250	0.4916190	0.5671832	0.7445588	0.0376646	0.3694471	0.2843624	0.8365936	1.0000000
700	0.7862476	0.2011714	0.4657229	0.6558642	0.7257423	0.0502658	0.4328112	0.3570311	0.8240729	1.0000000
750	0.8216094	0.1835513	0.4266722	0.6811928	0.6826411	0.0840246	0.4887684	0.3668168	0.8184853	1.0000000
800	0.8441785	0.1766730	0.4021135	0.6555527	0.6417514	0.1325752	0.5209203	0.3457260	0.8161072	1.0000000
850	0.8560330	0.1748653	0.3975163	0.6039595	0.6124068	0.1780556	0.5315535	0.3221738	0.8151245	1.0000000
900	0.8612186	0.1745421	0.4097392	0.5491004	0.5938538	0.2076282	0.5304148	0.3112818	0.8147263	1.0000000
950	0.8632603	0.1739417	0.4326495	0.5037447	0.5837173	0.2205971	0.5271350	0.3164500	0.8145672	1.0000000
1000	0.8643890	0.1726507	0.4594194	0.4720617	0.5790932	0.2240452	0.5276047	0.3339284	0.8145041	1.0000000

0	0.8795644	0.1583199	0.7902120	0.2101332	0.4615227	0.4058311	0.6372699	0.5580157	0.8144635	1.0000000
50	0.8796475	0.1582494	0.7941396	0.2079203	0.4604915	0.4072500	0.6378933	0.5583828	0.7872977	0.6000042
100	0.8797195	0.1581885	0.7975688	0.2060014	0.4596181	0.4083985	0.6375896	0.5325015	0.6227006	0.3471555
150	0.8797818	0.1581360	0.8005469	0.2044123	0.4593596	0.4077050	0.6297783	0.4306586	0.4232281	0.2674996
200	0.8798356	0.1580909	0.8029991	0.2038758	0.4624045	0.3974322	0.6008789	0.2828938	0.2885058	0.2452590
250	0.8798817	0.1580536	0.8040534	0.2077852	0.4757789	0.3633053	0.5461019	0.1638520	0.2162765	0.2392530
300	0.8799197	0.1580308	0.8001484	0.2250484	0.5083547	0.2997762	0.4825942	0.0949571	0.1816972	0.2376475
350	0.8799427	0.1580507	0.7825112	0.2695542	0.5603709	0.2235057	0.4314222	0.0613868	0.1661899	0.2372198
400	0.8799260	0.1581890	0.7390536	0.3482201	0.6178266	0.1573252	0.3990518	0.0463156	0.1595202	0.2371059
450	0.8798055	0.1585977	0.6675484	0.4463936	0.6648409	0.1111569	0.3814207	0.0396348	0.1567321	0.2370756
500	0.8794571	0.1594985	0.5844641	0.5383140	0.6957608	0.0831533	0.3726071	0.0363741	0.1555901	0.2370675
550	0.8787018	0.1611023	0.5103904	0.6082379	0.7133530	0.0676188	0.3683275	0.0345984	0.1804159	0.6370612
600	0.8773635	0.1634650	0.4552454	0.6544286	0.7225361	0.0594705	0.3663729	0.0422535	0.3437783	0.8899093
650	0.8753749	0.1663784	0.4187481	0.6821485	0.7267208	0.0554974	0.3683215	0.0861047	0.5396401	0.9695651
700	0.8728613	0.1694292	0.3964114	0.6971019	0.7253037	0.0550594	0.3817824	0.1553467	0.6745352	0.9918057
750	0.8701193	0.1721963	0.3836734	0.7013241	0.7140462	0.0605825	0.4091033	0.2117103	0.7488312	0.9978116
800	0.8674962	0.1744047	0.3776646	0.6928300	0.6930301	0.0749217	0.4401493	0.2443480	0.7852761	0.9994171
850	0.8652707	0.1759275	0.3773991	0.6705131	0.6689081	0.0970833	0.4652332	0.2607996	0.8019502	0.9998448
900	0.8636154	0.1767109	0.3828082	0.6381778	0.6477448	0.1220077	0.4819381	0.2705242	0.8092374	0.9999587
950	0.8626212	0.1767447	0.3934889	0.6026735	0.6314749	0.1445205	0.4925028	0.2799109	0.8123224	0.9999890
1000	0.8623170	0.1760993	0.4081122	0.5696859	0.6193954	0.1623986	0.5002357	0.2919931	0.8135988	0.9999971

0	0.8795644	0.1583199	0.7902120	0.2101332	0.4615227	0.4058311	0.6372699	0.5580157	0.8144635	1.0000000
50	0.8796352	0.1584836	0.5984310	0.4000877	0.4565355	0.4631434	0.6432950	0.7242341	0.8004476	0.7646897
100	0.8793016	0.1611090	0.3583795	0.5953455	0.4341563	0.5300917	0.6669497	0.8615530	0.7180937	0.6159434
150	0.8765910	0.1730014	0.2065135	0.6912854	0.4023788	0.5799282	0.6919546	0.9094671	0.6041242	0.5690833
200	0.8655638	0.2098682	0.1287463	0.7270381	0.3728811	0.6174115	0.7078234	0.9199069	0.5143539	0.5559995
250	0.8351050	0.2852504	0.0932137	0.7365551	0.3500345	0.6436572	0.7146618	0.9210851	0.4601060	0.5524663
300	0.7798439	0.3846374	0.0782555	0.7369027	0.3343505	0.6593703	0.7145977	0.9208502	0.4317471	0.5515219
350	0.7125932	0.4771834	0.0724497	0.7349898	0.3250901	0.6660345	0.7090656	0.9206162	0.4181772	0.5512702
400	0.6522135	0.5449888	0.0704323	0.7331504	0.3212212	0.6652945	0.6997623	0.9204985	0.4120510	0.5512032
450	0.6080729	0.5871084	0.0698603	0.7319808	0.3216706	0.6589697	0.6890715	0.9204484	0.4093943	0.5511854
500	0.5799239	0.6102703	0.0697706	0.7315168	0.3252745	0.6492764	0.6792039	0.9204287	0.4082751	0.5511806
550	0.5647540	0.5846462	0.1775754	0.5037822	0.3341459	0.5885723	0.6634286	0.5535339	0.4341398	0.7864897
600	0.5755915	0.4538274	0.3579849	0.2722502	0.3611207	0.5089094	0.5994892	0.2565917	0.5441463	0.9352357
650	0.6263059	0.3262442	0.5613862	0.1652393	0.4126447	0.4073321	0.5042791	0.2120469	0.6593181	0.9820957
700	0.6993278	0.2437255	0.7258416	0.1534078	0.4902211	0.2900001	0.4561130	0.3086634	0.7359274	0.9951794
750	0.7676376	0.1987059	0.8046515	0.2182386	0.5616765	0.2055518	0.4743920	0.4201562	0.7776902	0.9987126
800	0.8171342	0.1763697	0.7889382	0.3192707	0.5926869	0.1785517	0.5227708	0.4943036	0.7981135	0.9996571
850	0.8474939	0.1661733	0.7131444	0.3981693	0.5886966	0.2016987	0.5683501	0.5265016	0.8074515	0.9999087
900	0.8639866	0.1622088	0.6327279	0.4297273	0.5688739	0.2506812	0.5986497	0.5254459	0.8115335	0.9999757
950	0.8719270	0.1613755	0.5801513	0.4209700	0.5446258	0.3006765	0.6131233	0.5043813	0.8132625	0.9999935
1000	0.8750732	0.1618807	0.5616530	0.3887848	0.5219306	0.3369970	0.6156522	0.4795892	0.8139782	0.9999983

0	0.8795644	0.1583199	0.7902120	0.2101332	0.4615227	0.4058311	0.6372699	0.5580157	0.8144635	1.0000000
50	0.8796473	0.1582549	0.7815410	0.2994557	0.4565485	0.4228177	0.7333359	0.5592030	0.8144635	1.0000000
100	0.8797032	0.1583297	0.7199851	0.3881973	0.4321331	0.5053849	0.8329155	0.5557680	0.8144635	1.0000000
150	0.8796270	0.1588294	0.6423535	0.4205985	0.3883087	0.6100348	0.8835754	0.5402750	0.8144635	1.0000000
200	0.8792346	0.1598442	0.5890829	0.4162608	0.3399548	0.6896786	0.9038401	0.5138674	0.8144635	1.0000000
250	0.8784492	0.1610931	0.5669311	0.3993214	0.3013039	0.7369429	0.9095004	0.4867859	0.8144635	1.0000000
300	0.8774289	0.1621385	0.5660814	0.3836722	0.2764046	0.7606167	0.9090811	0.4686873	0.8144635	1.0000000
350	0.8764714	0.1627293	0.5746623	0.3731660	0.2626823	0.7705179	0.9069925	0.4618466	0.8144635	1.0000000
400	0.8758072	0.1628932	0.5847654	0.3671116	0.2561038	0.7735802	0.9053025	0.4628579	0.8144635	1.0000000
450	0.8754917	0.1627965	0.5929189	0.3639265	0.2534214	0.7739134	0.9045966	0.4672495	0.8144635	1.0000000
500	0.8754468	0.1625994	0.5984253	0.3623614	0.2525547	0.7735960	0.9046911	0.4720139	0.8144635	1.0000000
550	0.8755528	0.1623875	0.6147367	0.2496335	0.2537955	0.7638684	0.8032966	0.4762808	0.8144635	1.0000000
600	0.8757474	0.1619281	0.6949015	0.1340382	0.2667453	0.7008316	0.6986722	0.4881479	0.8144635	1.0000000
650	0.8761784	0.1608622	0.8073782	0.0765868	0.3003006	0.5977382	0.6481103	0.5160544	0.8144635	1.0000000
700	0.8770145	0.1595024	0.8942847	0.0589179	0.3485516	0.5048066	0.6324620	0.5477696	0.8144635	1.0000000
750	0.8781207	0.1583163	0.9418400	0.0679856	0.3950384	0.4464509	0.6328379	0.5714486	0.8144635	1.0000000
800	0.8792072	0.1574896	0.9575765	0.0952697	0.4277730	0.4200243	0.6380873	0.5853278	0.8144635	1.0000000
850	0.8800720	0.1570073	0.9490465	0.1289578	0.4451901	0.4134128	0.6432373	0.5917587	0.8144635	1.0000000
900	0.8806521	0.1567977	0.9238551	0.1575863	0.4516429	0.4157758	0.6467598	0.5930230	0.8144635	1.0000000
950	0.8809679	0.1567903	0.8926529	0.1758807	0.4522276	0.4204833	0.6485423	0.5907108	0.8144635	1.0000000
1000	0.8810709	0.1569176	0.8652647	0.1845606	0.4506135	0.4244184	0.6488999	0.5862753	0.8144635	1.0000000

0	0.8795644	0.1583199	0.7902120	0.2101332	0.4615227	0.4058311	0.6372699	0.5580157	0.8144635	1.0000000
50	0.8847240	0.1173263	0.7672175	0.4121375	0.4604907	0.4072529	0.6379627	0.5602467	0.8189040	0.4764832
100	0.9115920	0.0666212	0.6480269	0.6215883	0.4595494	0.4086415	0.6391131	0.5435596	0.7350178	0.1455533
150	0.9461655	0.0358711	0.5170265	0.7298005	0.4586749	0.4099037	0.6365264	0.4515167	0.6409656	0.0412992
200	0.9716490	0.0218282	0.4285758	0.7769571	0.4595042	0.4054583	0.6135716	0.2660198	0.5848486	0.0121906
250	0.9855217	0.0177088	0.3800683	0.7966221	0.4691469	0.3776606	0.5549251	0.1231864	0.5573295	0.0043300
300	0.9915223	0.0183204	0.3560959	0.8072630	0.4995975	0.3135230	0.4858464	0.0588085	0.5449846	0.0022287
350	0.9933545	0.0204617	0.3444405	0.8197918	0.5524232	0.2327882	0.4358946	0.0347628	0.5397141	0.0016688
400	0.9933145	0.0226084	0.3376516	0.8393111	0.6102875	0.1642235	0.4082778	0.0264234	0.5375318	0.0015198
450	0.9926142	0.0243328	0.3319268	0.8631629	0.6552313	0.1183773	0.3950571	0.0236256	0.5366463	0.0014801
500	0.9917986	0.0257094	0.3261827	0.8850395	0.6827929	0.0918662	0.3891883	0.0227015	0.5362921	0.0014696
550	0.9876158	0.0689506	0.3230256	0.8115482	0.6972873	0.0778974	0.3873091	0.0510827	0.4273370	0.5249836
600	0.9646744	0.1219990	0.3316069	0.7345895	0.7032226	0.0715062	0.3908920	0.0732046	0.4280640	0.8559127
650	0.9294198	0.1542605	0.3477712	0.6983176	0.7031081	0.0701801	0.3952723	0.0939096	0.5586079	0.9601666
700	0.8986870	0.1696126	0.3626828	0.6825467	0.7002295	0.0715920	0.4010719	0.1371252	0.6757176	0.9892752
750	0.8788840	0.1756081	0.3731060	0.6735455	0.6945660	0.0754145	0.4145193	0.1876399	0.7469512	0.9971358
800	0.8684462	0.1773568	0.3799178	0.6641568	0.6836702	0.0838748	0.4354172	0.2287407	0.7837246	0.9992370
850	0.8638273	0.1774669	0.3852956	0.6495600	0.6679486	0.0985824	0.4578692	0.2565149	0.8010718	0.9997969
900	0.8622124	0.1770199	0.3914589	0.6279337	0.6506808	0.1182548	0.4770072	0.2743528	0.8088064	0.9999460
950	0.8619702	0.1763462	0.3999941	0.6010405	0.6347606	0.1395442	0.4914253	0.2871997	0.8121265	0.9999856
1000	0.8623393	0.1754853	0.4114412	0.5724047	0.6213174	0.1593562	0.5020923	0.2989790	0.8135138	0.9999962

0	0.8795644	0.1583199	0.7902120	0.2101332	0.4615227	0.4058311	0.6372699	0.5580157	0.8144635	1.0000000
50	0.8796400	0.1583912	0.6561469	0.4628882	0.4604922	0.4072474	0.6378280	0.5541852	0.8144635	1.0000000
100	0.8794675	0.1599389	0.4335468	0.7248696	0.4596847	0.4081631	0.6360865	0.5074533	0.8144635	1.0000000
150	0.8778883	0.1668331	0.2647750	0.8604160	0.4600472	0.4055183	0.6229383	0.3826880	0.8144635	1.0000000
200	0.8715009	0.1882324	0.1692955	0.9197176	0.4655376	0.3889316	0.5843062	0.2310925	0.8144635	1.0000000
250	0.8532576	0.2352295	0.1223795	0.9442473	0.4848719	0.3437066	0.5206437	0.1245573	0.8144635	1.0000000
300	0.8165915	0.3050293	0.1010138	0.9550688	0.5266458	0.2704585	0.4542598	0.0693291	0.8144635	1.0000000
350	0.7651964	0.3787405	0.0916283	0.9617710	0.5870939	0.1917886	0.4023841	0.0447440	0.8144635	1.0000000
400	0.7120158	0.4396316	0.0874225	0.9680204	0.6498631	0.1282625	0.3660781	0.0345646	0.8144635	1.0000000
450	0.6678486	0.4825640	0.0852952	0.9741201	0.7018460	0.0849981	0.3404798	0.0304586	0.8144635	1.0000000
500	0.6361356	0.5102902	0.0839819	0.9793046	0.7402781	0.0579745	0.3218807	0.0287794	0.8144635	1.0000000
550	0.6161615	0.5037284	0.1567314	0.9006839	0.7677247	0.0416426	0.3084289	0.0305935	0.8144635	1.0000000
600	0.6184078	0.4184278	0.2413469	0.8290490	0.7869939	0.0318535	0.3005805	0.0533694	0.8144635	1.0000000
650	0.6537710	0.3250345	0.2934175	0.8024676	0.7979538	0.0264114	0.3045558	0.1010420	0.8144635	1.0000000
700	0.7081938	0.2599802	0.3202894	0.7968301	0.7956406	0.0252312	0.3265090	0.1516984	0.8144635	1.0000000
750	0.7607734	0.2221691	0.3325849	0.7926179	0.7761187	0.0298742	0.3614684	0.1895131	0.8144635	1.0000000
800	0.8002702	0.2021716	0.3384971	0.7783717	0.7443179	0.0419918	0.3978203	0.2125754	0.8144635	1.0000000
850	0.8256095	0.1921106	0.3435570	0.7502229	0.7106227	0.0610348	0.4274471	0.2256912	0.8144635	1.0000000
900	0.8403116	0.1869989	0.3510176	0.7115060	0.6823757	0.0835718	0.4484018	0.2346828	0.8144635	1.0000000
950	0.8484323	0.1840261	0.3621434	0.6694870	0.6613893	0.1054276	0.4625972	0.2440159	0.8144635	1.0000000
1000	0.8530340	0.1817732	0.3765291	0.6305896	0.6462728	0.1241488	0.4730985	0.2561052	0.8144635	1.0000000

0	0.8795644	0.1583199	0.7902120	0.2101332	0.4615227	0.4058311	0.6372699	0.5580157	0.8144635	1.0000000
50	0.8848219	0.1165567	0.5786839	0.2071565	0.4503940	0.5513880	0.6377991	0.5493393	0.8108916	0.9310466
100	0.9121348	0.0651755	0.3546843	0.1902947	0.3996339	0.7079235	0.6349187	0.4693836	0.7929778	0.8874593
150	0.9470207	0.0347577	0.2422883	0.1489200	0.3412736	0.7902052	0.6161606	0.3202970	0.7703632	0.8737278
200	0.9723078	0.0219238	0.2017010	0.1038060	0.3053400	0.8214330	0.5717234	0.1929259	0.7531918	0.8698938
250	0.9857058	0.0184567	0.1935714	0.0721023	0.2961568	0.8236071	0.5145896	0.1216999	0.7429725	0.8688585
300	0.9914314	0.0181168	0.1957587	0.0558182	0.3074208	0.8120224	0.4664327	0.0908158	0.7376692	0.8685817
350	0.9934961	0.0181682	0.1991654	0.0516763	0.3287937	0.7977610	0.4356789	0.0802529	0.7351417	0.8685080
400	0.9941735	0.0180230	0.2012382	0.0562911	0.3504120	0.7863835	0.4193796	0.0778587	0.7340034	0.8684883
450	0.9944317	0.0177824	0.2016907	0.0662219	0.3668581	0.7790059	0.4119039	0.0778856	0.7335105	0.8684831
500	0.9945774	0.0176094	0.2007932	0.0777811	0.3772517	0.7748035	0.4088932	0.0780568	0.7333031	0.8684817
550	0.9905658	0.0685411	0.4543155	0.0887429	0.3981368	0.5491603	0.4084152	0.1081545	0.7378923	0.9374347
600	0.9667650	0.1161839	0.7170106	0.1150278	0.4810837	0.3077851	0.4246714	0.2579594	0.7581989	0.9810220
650	0.9346998	0.1398305	0.8313510	0.1969030	0.5657227	0.1902268	0.4764256	0.4073449	0.7809838	0.9947535
700	0.9098240	0.1501789	0.8178892	0.3133062	0.5950933	0.1704388	0.5382729	0.4955448	0.7970194	0.9985874
750	0.8948940	0.1547229	0.7311632	0.3975086	0.5854409	0.2096382	0.5850856	0.5316005	0.8061166	0.9996228
800	0.8869355	0.1572040	0.6416595	0.4256653	0.5615478	0.2691021	0.6118472	0.5309265	0.8106918	0.9998995
850	0.8826589	0.1591489	0.5862676	0.4105969	0.5348004	0.3214742	0.6222463	0.5090443	0.8128262	0.9999733
900	0.8800067	0.1608257	0.5698647	0.3729157	0.5112911	0.3551478	0.6216355	0.4839054	0.8137730	0.9999929
950	0.8781183	0.1619523	0.5841550	0.3301724	0.4951351	0.3697482	0.6157483	0.4697768	0.8141785	0.9999981
1000	0.8768477	0.1623130	0.6169422	0.2942470	0.4873525	0.3708166	0.6099592	0.4711379	0.8143477	0.9999995
