"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
300	0.0206888	0.0380643	1.0000000	0.5039904	0.3827075	0.4975459	0.7812048	0.6879474	0.0384353	0.0731606
350	0.0212014	0.0380629	1.0000000	0.5043154	0.3795146	0.4974638	0.7814492	0.6746534	0.0384353	0.0731605
400	0.0214046	0.0380628	1.0000000	0.5044167	0.3784809	0.4974363	0.7815169	0.6687846	0.0384353	0.0731605
450	0.0214802	0.0380627	1.0000000	0.5044480	0.3781604	0.4974270	0.7815356	0.6663472	0.0384353	0.0731605
500	0.0215072	0.0380627	1.0000000	0.5044576	0.3780636	0.4974240	0.7815408	0.6653722	0.0384353	0.0731605
550	0.1689549	0.4041444	1.0000000	0.4906129	0.2863237	0.4982305	0.2382000	0.7562469	0.0384353	0.0731605
600	0.1650044	0.4498246	1.0000000	0.4479098	0.3056709	0.5071661	0.0878006	0.8096096	0.0384353	0.0731605
650	0.1572361	0.4555246	1.0000000	0.4164972	0.3121301	0.5205437	0.0461694	0.8297176	0.0384353	0.0731605
700	0.1532912	0.4562359	1.0000000	0.4015161	0.3139526	0.5298404	0.0346457	0.8371817	0.0384353	0.0731605
750	0.1516490	0.4563247	1.0000000	0.3954921	0.3144577	0.5345607	0.0314559	0.8399402	0.0384353	0.0731605
800	0.1510218	0.4563357	1.0000000	0.3932749	0.3145983	0.5366241	0.0305729	0.8409573	0.0384353	0.0731605
850	0.1507939	0.4563371	1.0000000	0.3925016	0.3146377	0.5374552	0.0303285	0.8413316	0.0384353	0.0731605
900	0.1507138	0.4563373	1.0000000	0.3922414	0.3146488	0.5377736	0.0302608	0.8414691	0.0384353	0.0731605
950	0.1506863	0.4563373	1.0000000	0.3921561	0.3146519	0.5378916	0.0302421	0.8415197	0.0384353	0.0731605
1000	0.1506770	0.4563373	1.0000000	0.3921287	0.3146528	0.5379344	0.0302369	0.8415382	0.0384353	0.0731605

0	0.1506724	0.4563373	1.0000000	0.3921156	0.3146532	0.5379598	0.0302349	0.8415482	0.0384375	0.0731737
50	0.1506724	0.4563373	1.0000000	0.3921159	0.5333037	0.2529386	0.0302349	0.8476388	0.0144227	0.0375501
100	0.1506724	0.4563373	1.0000000	0.3921160	0.5779424	0.1577211	0.0302349	0.8498671	0.0055796	0.0224507
150	0.1506724	0.4563373	1.0000000	0.3921160	0.5870557	0.1259116	0.0302349	0.8506824	0.0023233	0.0160506
200	0.1506724	0.4563373	1.0000000	0.3921160	0.5889162	0.1152849	0.0302349	0.8509806	0.0011242	0.0133378
250	0.1506724	0.4563373	1.0000000	0.3921160	0.5892961	0.1117348	0.0302349	0.8510897	0.0006826	0.0121880
300	0.1506724	0.4563373	1.0000000	0.3921160	0.5893736	0.1105489	0.0302349	0.8511297	0.0005200	0.0117006
350	0.1506724	0.4563373	1.0000000	0.3921160	0.5893895	0.1101527	0.0302349	0.8511443	0.0004602	0.0114941
400	0.1506724	0.4563373	1.0000000	0.3921160	0.5893927	0.1100203	0.0302349	0.8511496	0.0004381	0.0114065
450	0.1506724	0.4563373	1.0000000	0.3921160	0.5893933	0.1099761	0.0302349	0.8511516	0.0004300	0.0113694
500	0.1506724	0.4563373	1.0000000	0.3921160	0.5893935	0.1099613	0.0302349	0.8511523	0.0004270	0.0113537
550	0.1506724	0.4563373	1.0000000	0.3921160	0.3707430	0.3949763	0.0302349	0.8450623	0.0244393	0.0469630
600	0.1506724	0.4563373	1.0000000	0.3921160	0.3261042	0.4901918	0.0302349	0.8428343	0.0332815	0.0620564
650	0.1506724	0.4563373	1.0000000	0.3921160	0.3169910	0.5220006	0.0302349	0.8420192	0.0365375	0.0684539
700	0.1506724	0.4563373	1.0000000	0.3921160	0.3151304	0.5326270	0.0302349	0.8417210	0.0377365	0.0711655
750	0.1506724	0.4563373	1.0000000	0.3921160	0.3147506	0.5361770	0.0302349	0.8416119	0.0381780	0.0723149
800	0.1506724	0.4563373	1.0000000	0.3921160	0.3146731	0.5373630	0.0302349	0.8415719	0.0383406	0.0728021
850	0.1506724	0.4563373	1.0000000	0.3921160	0.3146572	0.5377591	0.0302349	0.8415573	0.0384004	0.0730086
900	0.1506724	0.4563373	1.0000000	0.3921160	0.3146540	0.5378915	0.0302349	0.8415520	0.0384225	0.0730961
950	0.1506724	0.4563373	1.0000000	0.3921160	0.3146533	0.5379357	0.0302349	0.8415500	0.0384306	0.0731332
1000	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379505	0.0302349	0.8415493	0.0384336	0.0731489

0	0.1506724	0.4563373	1.0000000	0.3921156	0.3146532	0.5379598	0.0302349	0.8415482	0.0384375	0.0731737
50	0.1506724	0.4563373	1.0000000	0.1855277	0.3146532	0.3117608	0.0302349	0.8415486	0.0384361	0.0731661
100	0.1506724	0.4563373	1.0000000	0.1278568	0.3146532	0.2361941	0.0302349	0.8415488	0.0384356	0.0731629
150	0.1506724	0.4563373	1.0000000	0.1117574	0.3146532	0.2109494	0.0302349	0.8415489	0.0384354	0.0731615
200	0.1506724	0.4563373	1.0000000	0.1072631	0.3146532	0.2025159	0.0302349	0.8415489	0.0384354	0.0731609
250	0.1506724	0.4563373	1.0000000	0.1060085	0.3146532	0.1996985	0.0302349	0.8415489	0.0384353	0.0731607
300	0.1506724	0.4563373	1.0000000	0.1056583	0.3146532	0.1987572	0.0302349	0.8415489	0.0384353	0.0731606
350	0.1506724	0.4563373	1.0000000	0.1055605	0.3146532	0.1984428	0.0302349	0.8415489	0.0384353	0.0731605
400	0.1506724	0.4563373	1.0000000	0.1055332	0.3146532	0.1983378	0.0302349	0.8415489	0.0384353	0.0731605
450	0.1506724	0.4563373	1.0000000	0.1055256	0.3146532	0.1983027	0.0302349	0.8415489	0.0384353	0.0731605
500	0.1506724	0.4563373	1.0000000	0.1055234	0.3146532	0.1982909	0.0302349	0.8415489	0.0384353	0.0731605
550	0.1506724	0.4563373	1.0000000	0.3121111	0.3146532	0.4244847	0.0302349	0.8415489	0.0384353	0.0731605
600	0.1506724	0.4563373	1.0000000	0.3697819	0.3146532	0.5000497	0.0302349	0.8415489	0.0384353	0.0731605
650	0.1506724	0.4563373	1.0000000	0.3858812	0.3146532	0.5252938	0.0302349	0.8415489	0.0384353	0.0731605
700	0.1506724	0.4563373	1.0000000	0.3903755	0.3146532	0.5337272	0.0302349	0.8415489	0.0384353	0.0731605
750	0.1506724	0.4563373	1.0000000	0.3916301	0.3146532	0.5365445	0.0302349	0.8415489	0.0384353	0.0731605
800	0.1506724	0.4563373	1.0000000	0.3919804	0.3146532	0.5374857	0.0302349	0.8415489	0.0384353	0.0731605
850	0.1506724	0.4563373	1.0000000	0.3920781	0.3146532	0.5378002	0.0302349	0.8415489	0.0384353	0.0731605
900	0.1506724	0.4563373	1.0000000	0.3921054	0.3146532	0.5379052	0.0302349	0.8415489	0.0384353	0.0731605
950	0.1506724	0.4563373	1.0000000	0.3921131	0.3146532	0.5379403	0.0302349	0.8415489	0.0384353	0.0731605
1000	0.1506724	0.4563373	1.0000000	0.3921152	0.3146532	0.5379520	0.0302349	0.8415489	0.0384353	0.0731605

0	0.1506724	0.4563373	1.0000000	0.3921156	0.3146532	0.5379598	0.0302349	0.8415482	0.0384375	0.0731737
50	0.1506724	0.4563373	1.0000000	0.3921159	0.3146532	0.5379585	0.3224688	0.8415486	0.0384361	0.0545808
100	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379581	0.4033605	0.8415488	0.0384356	0.0467000
150	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379580	0.4257517	0.8415489	0.0384354	0.0433596
200	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.4319497	0.8415489	0.0384354	0.0419438
250	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.4336654	0.8415489	0.0384353	0.0413436
300	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.4341403	0.8415489	0.0384353	0.0410893
350	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.4342717	0.8415489	0.0384353	0.0409815
400	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.4343081	0.8415489	0.0384353	0.0409358
450	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.4343182	0.8415489	0.0384353	0.0409164
500	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.4343210	0.8415489	0.0384353	0.0409082
550	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.1420879	0.8415489	0.0384353	0.0594900
600	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0611964	0.8415489	0.0384353	0.0673661
650	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0388052	0.8415489	0.0384353	0.0707045
700	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0326072	0.8415489	0.0384353	0.0721195
750	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0308916	0.8415489	0.0384353	0.0727192
800	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0304167	0.8415489	0.0384353	0.0729735
850	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0302853	0.8415489	0.0384353	0.0730812
900	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0302489	0.8415489	0.0384353	0.0731269
950	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0302388	0.8415489	0.0384353	0.0731462
1000	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0302360	0.8415489	0.0384353	0.0731545

0	0.1506724	0.4563373	1.0000000	0.3921156	0.3146532	0.5379598	0.0302349	0.8415482	0.0384375	0.0731737
50	0.1630752	0.5424819	0.6834604	0.2893521	0.5789910	0.2570326	0.0302349	0.9416001	0.0379059	0.0777683
100	0.1938774	0.7187483	0.5732865	0.2738088	0.6577444	0.1833134	0.0302349	0.9783948	0.0403541	0.0948435
150	0.2180082	0.8241327	0.5349397	0.2637526	0.6920353	0.1732584	0.0302350	0.9919761	0.0456107	0.1165977
200	0.2309747	0.8672715	0.5215928	0.2530190	0.7079705	0.1769080	0.0302350	0.9969851	0.0511487	0.1342958
250	0.2368662	0.8830583	0.5169474	0.2454754	0.7148701	0.1810007	0.0302350	0.9988314	0.0550863	0.1455591
300	0.2393058	0.8886697	0.5153305	0.2412398	0.7176472	0.1834935	0.0302350	0.9995119	0.0573269	0.1517912
350	0.2402580	0.8906486	0.5147677	0.2391401	0.7187089	0.1847601	0.0302350	0.9997627	0.0584484	0.1549649
400	0.2406149	0.8913438	0.5145718	0.2381787	0.7191013	0.1853480	0.0302350	0.9998552	0.0589679	0.1564994
450	0.2407449	0.8915873	0.5145036	0.2377624	0.7192433	0.1856061	0.0302350	0.9998893	0.0591967	0.1572163
500	0.2407913	0.8916724	0.5144799	0.2375896	0.7192941	0.1857151	0.0302350	0.9999019	0.0592941	0.1575435
550	0.2255318	0.8179373	0.8310113	0.3497811	0.4899123	0.6434972	0.0302350	0.9660058	0.0535480	0.1424188
600	0.1902651	0.6479490	0.9411823	0.3517687	0.3896049	0.7292183	0.0302350	0.9166119	0.0454237	0.1139505
650	0.1655298	0.5361217	0.9795281	0.3519907	0.3453236	0.6866350	0.0302350	0.8795058	0.0413805	0.0942750
700	0.1544420	0.4865288	0.9928746	0.3627326	0.3269878	0.6248521	0.0302349	0.8591964	0.0396387	0.0834412
750	0.1508774	0.4673145	0.9975200	0.3748063	0.3195497	0.5818423	0.0302349	0.8493718	0.0389190	0.0779864
800	0.1501878	0.4602526	0.9991368	0.3832613	0.3165617	0.5583696	0.0302349	0.8449059	0.0386276	0.0753707
850	0.1502703	0.4577194	0.9996996	0.3879919	0.3153816	0.5469690	0.0302349	0.8429548	0.0385111	0.0741551
900	0.1504430	0.4568223	0.9998954	0.3903161	0.3149258	0.5417920	0.0302349	0.8421266	0.0384649	0.0736022
950	0.1505601	0.4565069	0.9999636	0.3913664	0.3147536	0.5395441	0.0302349	0.8417827	0.0384468	0.0733548
1000	0.1506219	0.4563965	0.9999873	0.3918146	0.3146897	0.5385996	0.0302349	0.8416423	0.0384398	0.0732453

0	0.1506724	0.4563373	1.0000000	0.3921156	0.3146532	0.5379598	0.0302349	0.8415482	0.0384375	0.0731737
50	0.1506724	0.4563373	1.0000000	0.3921159	0.3146532	0.4951946	0.0302349	0.8415486	0.0384361	0.0731661
100	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.4809079	0.0302349	0.8415488	0.0384356	0.0731629
150	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.4761352	0.0302349	0.8415489	0.0384354	0.0731615
200	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.4745407	0.0302349	0.8415489	0.0384354	0.0731609
250	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.4740081	0.0302349	0.8415489	0.0384353	0.0731607
300	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.4738301	0.0302349	0.8415489	0.0384353	0.0731606
350	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.4737707	0.0302349	0.8415489	0.0384353	0.0731605
400	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.4737508	0.0302349	0.8415489	0.0384353	0.0731605
450	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.4737442	0.0302349	0.8415489	0.0384353	0.0731605
500	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.4737420	0.0302349	0.8415489	0.0384353	0.0731605
550	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5165052	0.0302349	0.8415489	0.0384353	0.0731605
600	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5307911	0.0302349	0.8415489	0.0384353	0.0731605
650	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5355637	0.0302349	0.8415489	0.0384353	0.0731605
700	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5371581	0.0302349	0.8415489	0.0384353	0.0731605
750	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5376907	0.0302349	0.8415489	0.0384353	0.0731605
800	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5378686	0.0302349	0.8415489	0.0384353	0.0731605
850	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379281	0.0302349	0.8415489	0.0384353	0.0731605
900	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379479	0.0302349	0.8415489	0.0384353	0.0731605
950	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379546	0.0302349	0.8415489	0.0384353	0.0731605
1000	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379568	0.0302349	0.8415489	0.0384353	0.0731605

0	0.1506724	0.4563373	1.0000000	0.3921156	0.3146532	0.5379598	0.0302349	0.8415482	0.0384375	0.0731737
50	0.1546092	0.4839076	0.8938602	0.3968994	0.3205815	0.5492276	0.0302349	0.8453206	0.0142775	0.0500218
100	0.1636118	0.5399806	0.8569174	0.4040273	0.3344758	0.5819053	0.0302349	0.8559441	0.0054259	0.0425778
150	0.1700371	0.5772900	0.8440593	0.4035274	0.3453239	0.6160593	0.0302349	0.8659463	0.0022013	0.0410147
200	0.1730862	0.5948353	0.8395839	0.3989923	0.3511819	0.6416063	0.0302349	0.8723814	0.0010315	0.0410871
250	0.1742404	0.6019479	0.8380262	0.3946884	0.3538358	0.6575322	0.0302349	0.8758282	0.0006079	0.0414091
300	0.1746024	0.6046305	0.8374840	0.3918881	0.3549293	0.6662990	0.0302349	0.8774938	0.0004547	0.0416535
350	0.1746909	0.6056054	0.8372953	0.3903697	0.3553557	0.6707085	0.0302349	0.8782490	0.0003993	0.0417958
400	0.1747018	0.6059527	0.8372296	0.3896322	0.3555165	0.6727830	0.0302349	0.8785771	0.0003792	0.0418698
450	0.1746967	0.6060752	0.8372068	0.3892996	0.3555758	0.6737109	0.0302349	0.8787154	0.0003719	0.0419059
500	0.1746914	0.6061181	0.8371988	0.3891575	0.3555974	0.6741102	0.0302349	0.8787724	0.0003693	0.0419229
550	0.1701507	0.5754264	0.9433359	0.3839356	0.3485327	0.6628254	0.0302349	0.8737159	0.0251529	0.0668101
600	0.1603505	0.5176854	0.9802776	0.3764916	0.3339421	0.6291712	0.0302349	0.8617990	0.0338382	0.0735697
650	0.1538596	0.4821606	0.9931355	0.3769372	0.3237972	0.5934541	0.0302349	0.8522674	0.0368479	0.0745199
700	0.1511934	0.4662597	0.9976108	0.3816194	0.3186095	0.5676453	0.0302349	0.8467136	0.0378883	0.0741706
750	0.1504762	0.4599816	0.9991684	0.3861485	0.3162725	0.5525126	0.0302349	0.8438963	0.0382472	0.0737441
800	0.1504247	0.4576442	0.9997106	0.3891202	0.3152906	0.5446717	0.0302349	0.8425738	0.0383708	0.0734629
850	0.1505118	0.4567998	0.9998993	0.3907337	0.3148970	0.5409189	0.0302349	0.8419834	0.0384132	0.0733080
900	0.1505880	0.4564998	0.9999649	0.3915153	0.3147444	0.5392193	0.0302349	0.8417291	0.0384278	0.0732298
950	0.1506326	0.4563942	0.9999878	0.3918663	0.3146868	0.5384807	0.0302349	0.8416223	0.0384327	0.0731922
1000	0.1506548	0.4563571	0.9999958	0.3920156	0.3146654	0.5381698	0.0302349	0.8415784	0.0384344	0.0731748

0	0.1506724	0.4563373	1.0000000	0.3921156	0.3146532	0.5379598	0.0302349	0.8415482	0.0384375	0.0731737
50	0.1634731	0.5451859	0.6740613	0.1287345	0.3341577	0.5740479	0.0302349	0.9415155	0.0389633	0.0779325
100	0.1953349	0.7264088	0.5606161	0.0554479	0.3864291	0.6805521	0.0302349	0.9783090	0.0420148	0.0958409
150	0.2202933	0.8334502	0.5211306	0.0324756	0.4328788	0.7836825	0.0302350	0.9919130	0.0480452	0.1189752
200	0.2336895	0.8766655	0.5073874	0.0239576	0.4600084	0.8499046	0.0302350	0.9969393	0.0544451	0.1379822
250	0.2397745	0.8923199	0.5026040	0.0205032	0.4727670	0.8847907	0.0302350	0.9987951	0.0590391	0.1501498
300	0.2422968	0.8978510	0.5009391	0.0190646	0.4780836	0.9013781	0.0302350	0.9994803	0.0616688	0.1569053
350	0.2432837	0.8997955	0.5003596	0.0184670	0.4801492	0.9088052	0.0302350	0.9997334	0.0629898	0.1603527
400	0.2436548	0.9004777	0.5001579	0.0182222	0.4809190	0.9119987	0.0302350	0.9998269	0.0636030	0.1620216
450	0.2437905	0.9007165	0.5000877	0.0181238	0.4811988	0.9133310	0.0302350	0.9998614	0.0638736	0.1628021
500	0.2438392	0.9008000	0.5000633	0.0180850	0.4812989	0.9138738	0.0302350	0.9998742	0.0639889	0.1631584
550	0.2282131	0.8271159	0.8259935	0.2899360	0.4450854	0.8909892	0.0302350	0.9679516	0.0560947	0.1467350
600	0.1918139	0.6536706	0.9394358	0.3349687	0.3817559	0.8157122	0.0302350	0.9183724	0.0464416	0.1162439
650	0.1661813	0.5385669	0.9789202	0.3467340	0.3441756	0.7181186	0.0302350	0.8804919	0.0417694	0.0953750
700	0.1546501	0.4874463	0.9926630	0.3608007	0.3269260	0.6365764	0.0302349	0.8596714	0.0397858	0.0839488
750	0.1509210	0.4676446	0.9974463	0.3740112	0.3196051	0.5862290	0.0302349	0.8495860	0.0389744	0.0782157
800	0.1501865	0.4603696	0.9991112	0.3829222	0.3165994	0.5600116	0.0302349	0.8449989	0.0386484	0.0754728
850	0.1502627	0.4577606	0.9996906	0.3878486	0.3153992	0.5475836	0.0302349	0.8429941	0.0385189	0.0742000
900	0.1504376	0.4568367	0.9998923	0.3902569	0.3149331	0.5420219	0.0302349	0.8421428	0.0384679	0.0736219
950	0.1505572	0.4565120	0.9999625	0.3913425	0.3147564	0.5396300	0.0302349	0.8417893	0.0384479	0.0733633
1000	0.1506205	0.4563983	0.9999870	0.3918052	0.3146908	0.5386317	0.0302349	0.8416450	0.0384402	0.0732490

0	0.1506724	0.4563373	1.0000000	0.3921156	0.3146532	0.5379598	0.0302349	0.8415482	0.0384375	0.0731737
50	0.1506724	0.4563373	1.0000000	0.3921159	0.3146532	0.5379585	0.4430086	0.8415486	0.0143636	0.0450361
100	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379581	0.5572664	0.8415488	0.0054987	0.0331097
150	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379580	0.5888934	0.8415489	0.0022343	0.0280545
200	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.5976480	0.8415489	0.0010323	0.0259118
250	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.6000712	0.8415489	0.0005896	0.0250036
300	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.6007420	0.8415489	0.0004267	0.0246187
350	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.6009277	0.8415489	0.0003666	0.0244555
400	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.6009791	0.8415489	0.0003445	0.0243863
450	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.6009933	0.8415489	0.0003364	0.0243570
500	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.6009973	0.8415489	0.0003334	0.0243446
550	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.1882247	0.8415489	0.0244048	0.0524693
600	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0739672	0.8415489	0.0332688	0.0643903
650	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0423403	0.8415489	0.0365328	0.0694432
700	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0335858	0.8415489	0.0377348	0.0715849
750	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0311625	0.8415489	0.0381774	0.0724926
800	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0304917	0.8415489	0.0383403	0.0728774
850	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0303060	0.8415489	0.0384004	0.0730405
900	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0302546	0.8415489	0.0384225	0.0731096
950	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0302404	0.8415489	0.0384306	0.0731389
1000	0.1506724	0.4563373	1.0000000	0.3921160	0.3146532	0.5379579	0.0302365	0.8415489	0.0384336	0.0731514
